
--- 訓練啟動 S31 | Tue Apr  7 23:57:35 2026 ---
Epoch 01 | Train MSE: 7.2906 | Val Acc: 0.6038 | LR: 0.000500
Epoch 02 | Train MSE: 5.3426 | Val Acc: 0.6225 | LR: 0.000500
Epoch 03 | Train MSE: 5.2365 | Val Acc: 0.5938 | LR: 0.000500
Epoch 04 | Train MSE: 5.0357 | Val Acc: 0.5200 | LR: 0.000500
Epoch 05 | Train MSE: 4.9626 | Val Acc: 0.5796 | LR: 0.000500
Epoch 06 | Train MSE: 4.8521 | Val Acc: 0.5958 | LR: 0.000500
Epoch 07 | Train MSE: 4.7930 | Val Acc: 0.5308 | LR: 0.000500
Epoch 08 | Train MSE: 4.7612 | Val Acc: 0.3817 | LR: 0.000500
Epoch 09 | Train MSE: 4.6084 | Val Acc: 0.5575 | LR: 0.000250
Epoch 10 | Train MSE: 4.5812 | Val Acc: 0.4021 | LR: 0.000250
Epoch 11 | Train MSE: 4.5095 | Val Acc: 0.3875 | LR: 0.000250
Epoch 12 | Train MSE: 4.5098 | Val Acc: 0.3783 | LR: 0.000250
Epoch 13 | Train MSE: 4.4341 | Val Acc: 0.4512 | LR: 0.000250
Epoch 14 | Train MSE: 4.4216 | Val Acc: 0.4808 | LR: 0.000250
Epoch 15 | Train MSE: 4.3553 | Val Acc: 0.3842 | LR: 0.000125
Epoch 16 | Train MSE: 4.3302 | Val Acc: 0.3617 | LR: 0.000125
Epoch 17 | Train MSE: 4.3188 | Val Acc: 0.3575 | LR: 0.000125
Epoch 18 | Train MSE: 4.2978 | Val Acc: 0.3642 | LR: 0.000125
Epoch 19 | Train MSE: 4.2755 | Val Acc: 0.3638 | LR: 0.000125
Epoch 20 | Train MSE: 4.2375 | Val Acc: 0.3521 | LR: 0.000125
Epoch 21 | Train MSE: 4.2283 | Val Acc: 0.3525 | LR: 0.000063
Epoch 22 | Train MSE: 4.2217 | Val Acc: 0.3521 | LR: 0.000063
Epoch 23 | Train MSE: 4.2064 | Val Acc: 0.3538 | LR: 0.000063
Epoch 24 | Train MSE: 4.2119 | Val Acc: 0.3521 | LR: 0.000063
Epoch 25 | Train MSE: 4.1703 | Val Acc: 0.3529 | LR: 0.000063
Epoch 26 | Train MSE: 4.1936 | Val Acc: 0.3533 | LR: 0.000063
Epoch 27 | Train MSE: 4.1480 | Val Acc: 0.3529 | LR: 0.000031
Epoch 28 | Train MSE: 4.1661 | Val Acc: 0.3533 | LR: 0.000031
Epoch 29 | Train MSE: 4.1443 | Val Acc: 0.3525 | LR: 0.000031
Epoch 30 | Train MSE: 4.1426 | Val Acc: 0.3525 | LR: 0.000031
Epoch 31 | Train MSE: 4.1334 | Val Acc: 0.3533 | LR: 0.000031
Epoch 32 | Train MSE: 4.1471 | Val Acc: 0.3525 | LR: 0.000031
Epoch 33 | Train MSE: 4.1436 | Val Acc: 0.3521 | LR: 0.000016
Epoch 34 | Train MSE: 4.1135 | Val Acc: 0.3529 | LR: 0.000016
Epoch 35 | Train MSE: 4.1027 | Val Acc: 0.3525 | LR: 0.000016
Epoch 36 | Train MSE: 4.1164 | Val Acc: 0.3533 | LR: 0.000016
Epoch 37 | Train MSE: 4.0992 | Val Acc: 0.3525 | LR: 0.000016
Epoch 38 | Train MSE: 4.1271 | Val Acc: 0.3521 | LR: 0.000016
Epoch 39 | Train MSE: 4.1143 | Val Acc: 0.3533 | LR: 0.000008
Epoch 40 | Train MSE: 4.1055 | Val Acc: 0.3529 | LR: 0.000008
Epoch 41 | Train MSE: 4.0982 | Val Acc: 0.3521 | LR: 0.000008
Epoch 42 | Train MSE: 4.1155 | Val Acc: 0.3521 | LR: 0.000008
Epoch 43 | Train MSE: 4.1180 | Val Acc: 0.3521 | LR: 0.000008
Epoch 44 | Train MSE: 4.0889 | Val Acc: 0.3529 | LR: 0.000008
Epoch 45 | Train MSE: 4.0950 | Val Acc: 0.3529 | LR: 0.000004
Epoch 46 | Train MSE: 4.0816 | Val Acc: 0.3521 | LR: 0.000004
Epoch 47 | Train MSE: 4.0974 | Val Acc: 0.3525 | LR: 0.000004
Epoch 48 | Train MSE: 4.0721 | Val Acc: 0.3521 | LR: 0.000004
Epoch 49 | Train MSE: 4.1065 | Val Acc: 0.3517 | LR: 0.000004
Epoch 50 | Train MSE: 4.0819 | Val Acc: 0.3529 | LR: 0.000004
