
--- 訓練啟動 S02 | Tue Apr  7 22:19:23 2026 ---
Epoch 01 | Train MSE: 7.0208 | Val Acc: 0.4654 | LR: 0.000500
Epoch 02 | Train MSE: 5.0557 | Val Acc: 0.3729 | LR: 0.000500
Epoch 03 | Train MSE: 4.9433 | Val Acc: 0.3717 | LR: 0.000500
Epoch 04 | Train MSE: 4.8737 | Val Acc: 0.3733 | LR: 0.000500
Epoch 05 | Train MSE: 4.7570 | Val Acc: 0.4742 | LR: 0.000500
Epoch 06 | Train MSE: 4.6826 | Val Acc: 0.3742 | LR: 0.000500
Epoch 07 | Train MSE: 4.5858 | Val Acc: 0.3867 | LR: 0.000500
Epoch 08 | Train MSE: 4.5081 | Val Acc: 0.3742 | LR: 0.000500
Epoch 09 | Train MSE: 4.4601 | Val Acc: 0.3746 | LR: 0.000500
Epoch 10 | Train MSE: 4.4104 | Val Acc: 0.3733 | LR: 0.000500
Epoch 11 | Train MSE: 4.3361 | Val Acc: 0.3738 | LR: 0.000500
Epoch 12 | Train MSE: 4.2297 | Val Acc: 0.3742 | LR: 0.000250
Epoch 13 | Train MSE: 4.2015 | Val Acc: 0.3787 | LR: 0.000250
Epoch 14 | Train MSE: 4.1532 | Val Acc: 0.3750 | LR: 0.000250
Epoch 15 | Train MSE: 4.1601 | Val Acc: 0.3725 | LR: 0.000250
Epoch 16 | Train MSE: 4.0989 | Val Acc: 0.3750 | LR: 0.000250
Epoch 17 | Train MSE: 4.0802 | Val Acc: 0.3746 | LR: 0.000250
Epoch 18 | Train MSE: 4.0474 | Val Acc: 0.3750 | LR: 0.000125
Epoch 19 | Train MSE: 4.0026 | Val Acc: 0.3750 | LR: 0.000125
Epoch 20 | Train MSE: 3.9856 | Val Acc: 0.3750 | LR: 0.000125
Epoch 21 | Train MSE: 3.9745 | Val Acc: 0.3733 | LR: 0.000125
Epoch 22 | Train MSE: 3.9392 | Val Acc: 0.3746 | LR: 0.000125
Epoch 23 | Train MSE: 3.9497 | Val Acc: 0.3754 | LR: 0.000125
Epoch 24 | Train MSE: 3.9213 | Val Acc: 0.3750 | LR: 0.000063
Epoch 25 | Train MSE: 3.9065 | Val Acc: 0.3742 | LR: 0.000063
Epoch 26 | Train MSE: 3.8867 | Val Acc: 0.3742 | LR: 0.000063
Epoch 27 | Train MSE: 3.8934 | Val Acc: 0.3746 | LR: 0.000063
Epoch 28 | Train MSE: 3.8690 | Val Acc: 0.3746 | LR: 0.000063
Epoch 29 | Train MSE: 3.8638 | Val Acc: 0.3750 | LR: 0.000063
Epoch 30 | Train MSE: 3.8627 | Val Acc: 0.3750 | LR: 0.000031
Epoch 31 | Train MSE: 3.8508 | Val Acc: 0.3746 | LR: 0.000031
Epoch 32 | Train MSE: 3.8462 | Val Acc: 0.3742 | LR: 0.000031
Epoch 33 | Train MSE: 3.8371 | Val Acc: 0.3742 | LR: 0.000031
Epoch 34 | Train MSE: 3.8359 | Val Acc: 0.3750 | LR: 0.000031
Epoch 35 | Train MSE: 3.8324 | Val Acc: 0.3754 | LR: 0.000031
Epoch 36 | Train MSE: 3.8292 | Val Acc: 0.3750 | LR: 0.000016
Epoch 37 | Train MSE: 3.8174 | Val Acc: 0.3750 | LR: 0.000016
Epoch 38 | Train MSE: 3.8340 | Val Acc: 0.3750 | LR: 0.000016
Epoch 39 | Train MSE: 3.8414 | Val Acc: 0.3750 | LR: 0.000016
Epoch 40 | Train MSE: 3.8223 | Val Acc: 0.3750 | LR: 0.000016
Epoch 41 | Train MSE: 3.8235 | Val Acc: 0.3750 | LR: 0.000016
Epoch 42 | Train MSE: 3.7957 | Val Acc: 0.3750 | LR: 0.000008
Epoch 43 | Train MSE: 3.8156 | Val Acc: 0.3750 | LR: 0.000008
Epoch 44 | Train MSE: 3.8004 | Val Acc: 0.3750 | LR: 0.000008
Epoch 45 | Train MSE: 3.8008 | Val Acc: 0.3750 | LR: 0.000008
Epoch 46 | Train MSE: 3.8294 | Val Acc: 0.3750 | LR: 0.000008
Epoch 47 | Train MSE: 3.7943 | Val Acc: 0.3754 | LR: 0.000008
Epoch 48 | Train MSE: 3.8111 | Val Acc: 0.3750 | LR: 0.000004
Epoch 49 | Train MSE: 3.8127 | Val Acc: 0.3750 | LR: 0.000004
Epoch 50 | Train MSE: 3.8166 | Val Acc: 0.3750 | LR: 0.000004
