
--- 訓練啟動 S25 | Tue Apr  7 23:37:58 2026 ---
Epoch 01 | Train MSE: 6.4529 | Val Acc: 0.5250 | LR: 0.000500
Epoch 02 | Train MSE: 4.9358 | Val Acc: 0.5250 | LR: 0.000500
Epoch 03 | Train MSE: 4.8074 | Val Acc: 0.5250 | LR: 0.000500
Epoch 04 | Train MSE: 4.7469 | Val Acc: 0.5250 | LR: 0.000500
Epoch 05 | Train MSE: 4.6634 | Val Acc: 0.5250 | LR: 0.000500
Epoch 06 | Train MSE: 4.5930 | Val Acc: 0.5250 | LR: 0.000500
Epoch 07 | Train MSE: 4.5106 | Val Acc: 0.5250 | LR: 0.000500
Epoch 08 | Train MSE: 4.4407 | Val Acc: 0.5250 | LR: 0.000250
Epoch 09 | Train MSE: 4.4269 | Val Acc: 0.5250 | LR: 0.000250
Epoch 10 | Train MSE: 4.3614 | Val Acc: 0.5250 | LR: 0.000250
Epoch 11 | Train MSE: 4.3413 | Val Acc: 0.5250 | LR: 0.000250
Epoch 12 | Train MSE: 4.2871 | Val Acc: 0.5250 | LR: 0.000250
Epoch 13 | Train MSE: 4.2512 | Val Acc: 0.5250 | LR: 0.000250
Epoch 14 | Train MSE: 4.2185 | Val Acc: 0.5250 | LR: 0.000125
Epoch 15 | Train MSE: 4.2107 | Val Acc: 0.5250 | LR: 0.000125
Epoch 16 | Train MSE: 4.1473 | Val Acc: 0.5250 | LR: 0.000125
Epoch 17 | Train MSE: 4.1461 | Val Acc: 0.5250 | LR: 0.000125
Epoch 18 | Train MSE: 4.1299 | Val Acc: 0.5250 | LR: 0.000125
Epoch 19 | Train MSE: 4.1215 | Val Acc: 0.5250 | LR: 0.000125
Epoch 20 | Train MSE: 4.0916 | Val Acc: 0.5250 | LR: 0.000063
Epoch 21 | Train MSE: 4.0860 | Val Acc: 0.5250 | LR: 0.000063
Epoch 22 | Train MSE: 4.0689 | Val Acc: 0.5250 | LR: 0.000063
Epoch 23 | Train MSE: 4.0819 | Val Acc: 0.5250 | LR: 0.000063
Epoch 24 | Train MSE: 4.0572 | Val Acc: 0.5250 | LR: 0.000063
Epoch 25 | Train MSE: 4.0434 | Val Acc: 0.5250 | LR: 0.000063
Epoch 26 | Train MSE: 4.0304 | Val Acc: 0.5250 | LR: 0.000031
Epoch 27 | Train MSE: 4.0336 | Val Acc: 0.5250 | LR: 0.000031
Epoch 28 | Train MSE: 4.0399 | Val Acc: 0.5250 | LR: 0.000031
Epoch 29 | Train MSE: 4.0121 | Val Acc: 0.5250 | LR: 0.000031
Epoch 30 | Train MSE: 4.0242 | Val Acc: 0.5250 | LR: 0.000031
Epoch 31 | Train MSE: 4.0254 | Val Acc: 0.5250 | LR: 0.000031
Epoch 32 | Train MSE: 3.9963 | Val Acc: 0.5250 | LR: 0.000016
Epoch 33 | Train MSE: 3.9939 | Val Acc: 0.5250 | LR: 0.000016
Epoch 34 | Train MSE: 4.0183 | Val Acc: 0.5250 | LR: 0.000016
Epoch 35 | Train MSE: 3.9837 | Val Acc: 0.5250 | LR: 0.000016
Epoch 36 | Train MSE: 4.0213 | Val Acc: 0.5250 | LR: 0.000016
Epoch 37 | Train MSE: 3.9899 | Val Acc: 0.5250 | LR: 0.000016
Epoch 38 | Train MSE: 3.9977 | Val Acc: 0.5250 | LR: 0.000008
Epoch 39 | Train MSE: 4.0001 | Val Acc: 0.5250 | LR: 0.000008
Epoch 40 | Train MSE: 3.9809 | Val Acc: 0.5250 | LR: 0.000008
Epoch 41 | Train MSE: 3.9974 | Val Acc: 0.5250 | LR: 0.000008
Epoch 42 | Train MSE: 3.9965 | Val Acc: 0.5250 | LR: 0.000008
Epoch 43 | Train MSE: 3.9967 | Val Acc: 0.5250 | LR: 0.000008
Epoch 44 | Train MSE: 3.9910 | Val Acc: 0.5250 | LR: 0.000004
Epoch 45 | Train MSE: 3.9813 | Val Acc: 0.5250 | LR: 0.000004
Epoch 46 | Train MSE: 3.9863 | Val Acc: 0.5250 | LR: 0.000004
Epoch 47 | Train MSE: 3.9846 | Val Acc: 0.5250 | LR: 0.000004
Epoch 48 | Train MSE: 3.9867 | Val Acc: 0.5250 | LR: 0.000004
Epoch 49 | Train MSE: 3.9769 | Val Acc: 0.5250 | LR: 0.000004
Epoch 50 | Train MSE: 4.0043 | Val Acc: 0.5250 | LR: 0.000002
