
--- 訓練啟動 S18 | Tue Apr  7 23:14:49 2026 ---
Epoch 01 | Train MSE: 6.5388 | Val Acc: 0.6062 | LR: 0.000500
Epoch 02 | Train MSE: 5.0555 | Val Acc: 0.3596 | LR: 0.000500
Epoch 03 | Train MSE: 4.9242 | Val Acc: 0.3525 | LR: 0.000500
Epoch 04 | Train MSE: 4.8285 | Val Acc: 0.4508 | LR: 0.000500
Epoch 05 | Train MSE: 4.7384 | Val Acc: 0.3792 | LR: 0.000500
Epoch 06 | Train MSE: 4.7024 | Val Acc: 0.3688 | LR: 0.000500
Epoch 07 | Train MSE: 4.6480 | Val Acc: 0.3563 | LR: 0.000500
Epoch 08 | Train MSE: 4.5467 | Val Acc: 0.3517 | LR: 0.000250
Epoch 09 | Train MSE: 4.5090 | Val Acc: 0.3746 | LR: 0.000250
Epoch 10 | Train MSE: 4.4784 | Val Acc: 0.3588 | LR: 0.000250
Epoch 11 | Train MSE: 4.4522 | Val Acc: 0.3500 | LR: 0.000250
Epoch 12 | Train MSE: 4.4290 | Val Acc: 0.3500 | LR: 0.000250
Epoch 13 | Train MSE: 4.4074 | Val Acc: 0.3500 | LR: 0.000250
Epoch 14 | Train MSE: 4.3599 | Val Acc: 0.3500 | LR: 0.000125
Epoch 15 | Train MSE: 4.3225 | Val Acc: 0.3500 | LR: 0.000125
Epoch 16 | Train MSE: 4.2994 | Val Acc: 0.3500 | LR: 0.000125
Epoch 17 | Train MSE: 4.2881 | Val Acc: 0.3500 | LR: 0.000125
Epoch 18 | Train MSE: 4.2824 | Val Acc: 0.3500 | LR: 0.000125
Epoch 19 | Train MSE: 4.2584 | Val Acc: 0.3500 | LR: 0.000125
Epoch 20 | Train MSE: 4.2326 | Val Acc: 0.3500 | LR: 0.000063
Epoch 21 | Train MSE: 4.2027 | Val Acc: 0.3500 | LR: 0.000063
Epoch 22 | Train MSE: 4.1975 | Val Acc: 0.3500 | LR: 0.000063
Epoch 23 | Train MSE: 4.2132 | Val Acc: 0.3500 | LR: 0.000063
Epoch 24 | Train MSE: 4.1974 | Val Acc: 0.3500 | LR: 0.000063
Epoch 25 | Train MSE: 4.1849 | Val Acc: 0.3500 | LR: 0.000063
Epoch 26 | Train MSE: 4.1794 | Val Acc: 0.3500 | LR: 0.000031
Epoch 27 | Train MSE: 4.1704 | Val Acc: 0.3500 | LR: 0.000031
Epoch 28 | Train MSE: 4.1635 | Val Acc: 0.3500 | LR: 0.000031
Epoch 29 | Train MSE: 4.1521 | Val Acc: 0.3500 | LR: 0.000031
Epoch 30 | Train MSE: 4.1496 | Val Acc: 0.3500 | LR: 0.000031
Epoch 31 | Train MSE: 4.1555 | Val Acc: 0.3500 | LR: 0.000031
Epoch 32 | Train MSE: 4.1430 | Val Acc: 0.3500 | LR: 0.000016
Epoch 33 | Train MSE: 4.1294 | Val Acc: 0.3500 | LR: 0.000016
Epoch 34 | Train MSE: 4.1242 | Val Acc: 0.3500 | LR: 0.000016
Epoch 35 | Train MSE: 4.1494 | Val Acc: 0.3500 | LR: 0.000016
Epoch 36 | Train MSE: 4.1280 | Val Acc: 0.3500 | LR: 0.000016
Epoch 37 | Train MSE: 4.1274 | Val Acc: 0.3500 | LR: 0.000016
Epoch 38 | Train MSE: 4.1351 | Val Acc: 0.3500 | LR: 0.000008
Epoch 39 | Train MSE: 4.1170 | Val Acc: 0.3500 | LR: 0.000008
Epoch 40 | Train MSE: 4.1318 | Val Acc: 0.3500 | LR: 0.000008
Epoch 41 | Train MSE: 4.1304 | Val Acc: 0.3500 | LR: 0.000008
Epoch 42 | Train MSE: 4.1273 | Val Acc: 0.3500 | LR: 0.000008
Epoch 43 | Train MSE: 4.1102 | Val Acc: 0.3500 | LR: 0.000008
Epoch 44 | Train MSE: 4.1251 | Val Acc: 0.3500 | LR: 0.000004
Epoch 45 | Train MSE: 4.1307 | Val Acc: 0.3500 | LR: 0.000004
Epoch 46 | Train MSE: 4.1295 | Val Acc: 0.3500 | LR: 0.000004
Epoch 47 | Train MSE: 4.1132 | Val Acc: 0.3500 | LR: 0.000004
Epoch 48 | Train MSE: 4.1219 | Val Acc: 0.3500 | LR: 0.000004
Epoch 49 | Train MSE: 4.1015 | Val Acc: 0.3500 | LR: 0.000004
Epoch 50 | Train MSE: 4.0963 | Val Acc: 0.3500 | LR: 0.000002
