
--- 訓練啟動 S08 | Tue Apr  7 22:40:28 2026 ---
Epoch 01 | Train MSE: 6.8122 | Val Acc: 0.5471 | LR: 0.000500
Epoch 02 | Train MSE: 5.1257 | Val Acc: 0.5663 | LR: 0.000500
Epoch 03 | Train MSE: 4.9984 | Val Acc: 0.5587 | LR: 0.000500
Epoch 04 | Train MSE: 4.9129 | Val Acc: 0.5579 | LR: 0.000500
Epoch 05 | Train MSE: 4.8212 | Val Acc: 0.5679 | LR: 0.000500
Epoch 06 | Train MSE: 4.7392 | Val Acc: 0.5671 | LR: 0.000500
Epoch 07 | Train MSE: 4.6815 | Val Acc: 0.5496 | LR: 0.000500
Epoch 08 | Train MSE: 4.5866 | Val Acc: 0.5475 | LR: 0.000500
Epoch 09 | Train MSE: 4.5247 | Val Acc: 0.5479 | LR: 0.000500
Epoch 10 | Train MSE: 4.4527 | Val Acc: 0.5437 | LR: 0.000500
Epoch 11 | Train MSE: 4.3962 | Val Acc: 0.5267 | LR: 0.000500
Epoch 12 | Train MSE: 4.3285 | Val Acc: 0.5329 | LR: 0.000250
Epoch 13 | Train MSE: 4.2949 | Val Acc: 0.5437 | LR: 0.000250
Epoch 14 | Train MSE: 4.2456 | Val Acc: 0.5292 | LR: 0.000250
Epoch 15 | Train MSE: 4.2148 | Val Acc: 0.5312 | LR: 0.000250
Epoch 16 | Train MSE: 4.1758 | Val Acc: 0.4950 | LR: 0.000250
Epoch 17 | Train MSE: 4.1663 | Val Acc: 0.4700 | LR: 0.000250
Epoch 18 | Train MSE: 4.1213 | Val Acc: 0.4708 | LR: 0.000125
Epoch 19 | Train MSE: 4.0965 | Val Acc: 0.4833 | LR: 0.000125
Epoch 20 | Train MSE: 4.0651 | Val Acc: 0.4863 | LR: 0.000125
Epoch 21 | Train MSE: 4.0475 | Val Acc: 0.4817 | LR: 0.000125
Epoch 22 | Train MSE: 4.0291 | Val Acc: 0.5021 | LR: 0.000125
Epoch 23 | Train MSE: 4.0272 | Val Acc: 0.4863 | LR: 0.000125
Epoch 24 | Train MSE: 3.9854 | Val Acc: 0.4650 | LR: 0.000063
Epoch 25 | Train MSE: 3.9922 | Val Acc: 0.4721 | LR: 0.000063
Epoch 26 | Train MSE: 3.9844 | Val Acc: 0.4550 | LR: 0.000063
Epoch 27 | Train MSE: 3.9794 | Val Acc: 0.4708 | LR: 0.000063
Epoch 28 | Train MSE: 3.9488 | Val Acc: 0.4612 | LR: 0.000063
Epoch 29 | Train MSE: 3.9436 | Val Acc: 0.4671 | LR: 0.000063
Epoch 30 | Train MSE: 3.9429 | Val Acc: 0.4717 | LR: 0.000031
Epoch 31 | Train MSE: 3.9377 | Val Acc: 0.4625 | LR: 0.000031
Epoch 32 | Train MSE: 3.9331 | Val Acc: 0.4637 | LR: 0.000031
Epoch 33 | Train MSE: 3.9405 | Val Acc: 0.4667 | LR: 0.000031
Epoch 34 | Train MSE: 3.9150 | Val Acc: 0.4675 | LR: 0.000031
Epoch 35 | Train MSE: 3.9422 | Val Acc: 0.4558 | LR: 0.000031
Epoch 36 | Train MSE: 3.9174 | Val Acc: 0.4612 | LR: 0.000016
Epoch 37 | Train MSE: 3.9054 | Val Acc: 0.4567 | LR: 0.000016
Epoch 38 | Train MSE: 3.9150 | Val Acc: 0.4562 | LR: 0.000016
Epoch 39 | Train MSE: 3.8991 | Val Acc: 0.4612 | LR: 0.000016
Epoch 40 | Train MSE: 3.9102 | Val Acc: 0.4604 | LR: 0.000016
Epoch 41 | Train MSE: 3.9208 | Val Acc: 0.4521 | LR: 0.000016
Epoch 42 | Train MSE: 3.8974 | Val Acc: 0.4592 | LR: 0.000008
Epoch 43 | Train MSE: 3.9030 | Val Acc: 0.4596 | LR: 0.000008
Epoch 44 | Train MSE: 3.9019 | Val Acc: 0.4587 | LR: 0.000008
Epoch 45 | Train MSE: 3.9032 | Val Acc: 0.4587 | LR: 0.000008
Epoch 46 | Train MSE: 3.8848 | Val Acc: 0.4504 | LR: 0.000008
Epoch 47 | Train MSE: 3.8867 | Val Acc: 0.4600 | LR: 0.000008
Epoch 48 | Train MSE: 3.8968 | Val Acc: 0.4529 | LR: 0.000004
Epoch 49 | Train MSE: 3.8878 | Val Acc: 0.4554 | LR: 0.000004
Epoch 50 | Train MSE: 3.8968 | Val Acc: 0.4525 | LR: 0.000004
