
--- 訓練啟動 S08 | Wed Apr  8 13:07:49 2026 ---
Epoch 01 | Train MSE: 6.9679 | Val Acc: 0.5617 | LR: 0.000500
Epoch 02 | Train MSE: 5.2621 | Val Acc: 0.5592 | LR: 0.000500
Epoch 03 | Train MSE: 5.1222 | Val Acc: 0.5708 | LR: 0.000500
Epoch 04 | Train MSE: 5.0418 | Val Acc: 0.5496 | LR: 0.000500
Epoch 05 | Train MSE: 4.9553 | Val Acc: 0.5583 | LR: 0.000500
Epoch 06 | Train MSE: 4.8625 | Val Acc: 0.5492 | LR: 0.000500
Epoch 07 | Train MSE: 4.7706 | Val Acc: 0.5621 | LR: 0.000500
Epoch 08 | Train MSE: 4.7132 | Val Acc: 0.5508 | LR: 0.000500
Epoch 09 | Train MSE: 4.6161 | Val Acc: 0.5617 | LR: 0.000500
Epoch 10 | Train MSE: 4.5298 | Val Acc: 0.5454 | LR: 0.000250
Epoch 11 | Train MSE: 4.4845 | Val Acc: 0.5467 | LR: 0.000250
Epoch 12 | Train MSE: 4.4410 | Val Acc: 0.5442 | LR: 0.000250
Epoch 13 | Train MSE: 4.3907 | Val Acc: 0.5450 | LR: 0.000250
Epoch 14 | Train MSE: 4.3376 | Val Acc: 0.5421 | LR: 0.000250
Epoch 15 | Train MSE: 4.3107 | Val Acc: 0.5592 | LR: 0.000250
Epoch 16 | Train MSE: 4.2615 | Val Acc: 0.5233 | LR: 0.000125
Epoch 17 | Train MSE: 4.2604 | Val Acc: 0.5563 | LR: 0.000125
Epoch 18 | Train MSE: 4.2225 | Val Acc: 0.5450 | LR: 0.000125
Epoch 19 | Train MSE: 4.2100 | Val Acc: 0.5212 | LR: 0.000125
Epoch 20 | Train MSE: 4.2042 | Val Acc: 0.5138 | LR: 0.000125
Epoch 21 | Train MSE: 4.1687 | Val Acc: 0.5283 | LR: 0.000125
Epoch 22 | Train MSE: 4.1644 | Val Acc: 0.5504 | LR: 0.000063
Epoch 23 | Train MSE: 4.1389 | Val Acc: 0.5413 | LR: 0.000063
Epoch 24 | Train MSE: 4.1318 | Val Acc: 0.5242 | LR: 0.000063
Epoch 25 | Train MSE: 4.1338 | Val Acc: 0.5392 | LR: 0.000063
Epoch 26 | Train MSE: 4.1097 | Val Acc: 0.5413 | LR: 0.000063
Epoch 27 | Train MSE: 4.1204 | Val Acc: 0.5546 | LR: 0.000063
Epoch 28 | Train MSE: 4.0990 | Val Acc: 0.5296 | LR: 0.000031
Epoch 29 | Train MSE: 4.1120 | Val Acc: 0.5554 | LR: 0.000031
Epoch 30 | Train MSE: 4.0843 | Val Acc: 0.5487 | LR: 0.000031
Epoch 31 | Train MSE: 4.0696 | Val Acc: 0.5458 | LR: 0.000031
Epoch 32 | Train MSE: 4.0742 | Val Acc: 0.5446 | LR: 0.000031
Epoch 33 | Train MSE: 4.0703 | Val Acc: 0.5550 | LR: 0.000031
Epoch 34 | Train MSE: 4.0704 | Val Acc: 0.5446 | LR: 0.000016
Epoch 35 | Train MSE: 4.0588 | Val Acc: 0.5429 | LR: 0.000016
Epoch 36 | Train MSE: 4.0693 | Val Acc: 0.5458 | LR: 0.000016
Epoch 37 | Train MSE: 4.0549 | Val Acc: 0.5367 | LR: 0.000016
Epoch 38 | Train MSE: 4.0475 | Val Acc: 0.5467 | LR: 0.000016
Epoch 39 | Train MSE: 4.0447 | Val Acc: 0.5521 | LR: 0.000016
Epoch 40 | Train MSE: 4.0485 | Val Acc: 0.5383 | LR: 0.000008
Epoch 41 | Train MSE: 4.0605 | Val Acc: 0.5396 | LR: 0.000008
Epoch 42 | Train MSE: 4.0621 | Val Acc: 0.5421 | LR: 0.000008
Epoch 43 | Train MSE: 4.0533 | Val Acc: 0.5342 | LR: 0.000008
Epoch 44 | Train MSE: 4.0650 | Val Acc: 0.5367 | LR: 0.000008
Epoch 45 | Train MSE: 4.0495 | Val Acc: 0.5417 | LR: 0.000008
Epoch 46 | Train MSE: 4.0303 | Val Acc: 0.5379 | LR: 0.000004
Epoch 47 | Train MSE: 4.0378 | Val Acc: 0.5375 | LR: 0.000004
Epoch 48 | Train MSE: 4.0474 | Val Acc: 0.5421 | LR: 0.000004
Epoch 49 | Train MSE: 4.0460 | Val Acc: 0.5421 | LR: 0.000004
Epoch 50 | Train MSE: 4.0391 | Val Acc: 0.5408 | LR: 0.000004
