
--- 訓練啟動 S15 | Wed Apr  8 13:32:09 2026 ---
Epoch 01 | Train MSE: 6.8733 | Val Acc: 0.5321 | LR: 0.000500
Epoch 02 | Train MSE: 5.0633 | Val Acc: 0.4975 | LR: 0.000500
Epoch 03 | Train MSE: 4.9424 | Val Acc: 0.5654 | LR: 0.000500
Epoch 04 | Train MSE: 4.8924 | Val Acc: 0.5058 | LR: 0.000500
Epoch 05 | Train MSE: 4.7759 | Val Acc: 0.4792 | LR: 0.000500
Epoch 06 | Train MSE: 4.6835 | Val Acc: 0.4838 | LR: 0.000500
Epoch 07 | Train MSE: 4.6571 | Val Acc: 0.5062 | LR: 0.000500
Epoch 08 | Train MSE: 4.5931 | Val Acc: 0.5121 | LR: 0.000500
Epoch 09 | Train MSE: 4.5529 | Val Acc: 0.5042 | LR: 0.000500
Epoch 10 | Train MSE: 4.4646 | Val Acc: 0.5000 | LR: 0.000250
Epoch 11 | Train MSE: 4.4160 | Val Acc: 0.5062 | LR: 0.000250
Epoch 12 | Train MSE: 4.4043 | Val Acc: 0.5088 | LR: 0.000250
Epoch 13 | Train MSE: 4.3538 | Val Acc: 0.5242 | LR: 0.000250
Epoch 14 | Train MSE: 4.3288 | Val Acc: 0.5175 | LR: 0.000250
Epoch 15 | Train MSE: 4.2928 | Val Acc: 0.5058 | LR: 0.000250
Epoch 16 | Train MSE: 4.2432 | Val Acc: 0.5633 | LR: 0.000125
Epoch 17 | Train MSE: 4.2600 | Val Acc: 0.5262 | LR: 0.000125
Epoch 18 | Train MSE: 4.2209 | Val Acc: 0.5288 | LR: 0.000125
Epoch 19 | Train MSE: 4.2163 | Val Acc: 0.5283 | LR: 0.000125
Epoch 20 | Train MSE: 4.2076 | Val Acc: 0.5554 | LR: 0.000125
Epoch 21 | Train MSE: 4.1705 | Val Acc: 0.5383 | LR: 0.000125
Epoch 22 | Train MSE: 4.1446 | Val Acc: 0.5554 | LR: 0.000063
Epoch 23 | Train MSE: 4.1349 | Val Acc: 0.5258 | LR: 0.000063
Epoch 24 | Train MSE: 4.1353 | Val Acc: 0.5325 | LR: 0.000063
Epoch 25 | Train MSE: 4.1181 | Val Acc: 0.5379 | LR: 0.000063
Epoch 26 | Train MSE: 4.1226 | Val Acc: 0.5329 | LR: 0.000063
Epoch 27 | Train MSE: 4.1314 | Val Acc: 0.5475 | LR: 0.000063
Epoch 28 | Train MSE: 4.1064 | Val Acc: 0.5125 | LR: 0.000031
Epoch 29 | Train MSE: 4.0881 | Val Acc: 0.5225 | LR: 0.000031
Epoch 30 | Train MSE: 4.1019 | Val Acc: 0.5167 | LR: 0.000031
Epoch 31 | Train MSE: 4.0968 | Val Acc: 0.5271 | LR: 0.000031
Epoch 32 | Train MSE: 4.0755 | Val Acc: 0.5312 | LR: 0.000031
Epoch 33 | Train MSE: 4.0712 | Val Acc: 0.5188 | LR: 0.000031
Epoch 34 | Train MSE: 4.0836 | Val Acc: 0.5283 | LR: 0.000016
Epoch 35 | Train MSE: 4.0769 | Val Acc: 0.5250 | LR: 0.000016
Epoch 36 | Train MSE: 4.0824 | Val Acc: 0.5175 | LR: 0.000016
Epoch 37 | Train MSE: 4.0768 | Val Acc: 0.5142 | LR: 0.000016
Epoch 38 | Train MSE: 4.0774 | Val Acc: 0.5188 | LR: 0.000016
Epoch 39 | Train MSE: 4.0644 | Val Acc: 0.5200 | LR: 0.000016
Epoch 40 | Train MSE: 4.0588 | Val Acc: 0.5183 | LR: 0.000008
Epoch 41 | Train MSE: 4.0703 | Val Acc: 0.5238 | LR: 0.000008
Epoch 42 | Train MSE: 4.0804 | Val Acc: 0.5204 | LR: 0.000008
Epoch 43 | Train MSE: 4.0505 | Val Acc: 0.5200 | LR: 0.000008
Epoch 44 | Train MSE: 4.0603 | Val Acc: 0.5242 | LR: 0.000008
Epoch 45 | Train MSE: 4.0562 | Val Acc: 0.5096 | LR: 0.000008
Epoch 46 | Train MSE: 4.0469 | Val Acc: 0.5196 | LR: 0.000004
Epoch 47 | Train MSE: 4.0480 | Val Acc: 0.5142 | LR: 0.000004
Epoch 48 | Train MSE: 4.0705 | Val Acc: 0.5246 | LR: 0.000004
Epoch 49 | Train MSE: 4.0595 | Val Acc: 0.5150 | LR: 0.000004
Epoch 50 | Train MSE: 4.0549 | Val Acc: 0.5208 | LR: 0.000004
