
--- 訓練啟動 S27 | Wed Apr  8 14:12:41 2026 ---
Epoch 01 | Train MSE: 6.5631 | Val Acc: 0.6987 | LR: 0.000500
Epoch 02 | Train MSE: 4.9652 | Val Acc: 0.6246 | LR: 0.000500
Epoch 03 | Train MSE: 4.8628 | Val Acc: 0.5083 | LR: 0.000500
Epoch 04 | Train MSE: 4.7692 | Val Acc: 0.6917 | LR: 0.000500
Epoch 05 | Train MSE: 4.7049 | Val Acc: 0.6858 | LR: 0.000500
Epoch 06 | Train MSE: 4.6571 | Val Acc: 0.6817 | LR: 0.000500
Epoch 07 | Train MSE: 4.6034 | Val Acc: 0.6608 | LR: 0.000500
Epoch 08 | Train MSE: 4.4902 | Val Acc: 0.7063 | LR: 0.000250
Epoch 09 | Train MSE: 4.4730 | Val Acc: 0.6221 | LR: 0.000250
Epoch 10 | Train MSE: 4.4324 | Val Acc: 0.6896 | LR: 0.000250
Epoch 11 | Train MSE: 4.4076 | Val Acc: 0.7258 | LR: 0.000250
Epoch 12 | Train MSE: 4.3691 | Val Acc: 0.6713 | LR: 0.000250
Epoch 13 | Train MSE: 4.3138 | Val Acc: 0.7262 | LR: 0.000250
Epoch 14 | Train MSE: 4.2963 | Val Acc: 0.6442 | LR: 0.000250
Epoch 15 | Train MSE: 4.2798 | Val Acc: 0.7096 | LR: 0.000250
Epoch 16 | Train MSE: 4.2273 | Val Acc: 0.7054 | LR: 0.000250
Epoch 17 | Train MSE: 4.2124 | Val Acc: 0.7092 | LR: 0.000250
Epoch 18 | Train MSE: 4.1682 | Val Acc: 0.6150 | LR: 0.000250
Epoch 19 | Train MSE: 4.1388 | Val Acc: 0.6225 | LR: 0.000250
Epoch 20 | Train MSE: 4.1128 | Val Acc: 0.6558 | LR: 0.000125
Epoch 21 | Train MSE: 4.0921 | Val Acc: 0.7033 | LR: 0.000125
Epoch 22 | Train MSE: 4.0762 | Val Acc: 0.6896 | LR: 0.000125
Epoch 23 | Train MSE: 4.0643 | Val Acc: 0.6954 | LR: 0.000125
Epoch 24 | Train MSE: 4.0579 | Val Acc: 0.7338 | LR: 0.000125
Epoch 25 | Train MSE: 4.0242 | Val Acc: 0.5492 | LR: 0.000125
Epoch 26 | Train MSE: 4.0308 | Val Acc: 0.7312 | LR: 0.000125
Epoch 27 | Train MSE: 4.0116 | Val Acc: 0.7354 | LR: 0.000125
Epoch 28 | Train MSE: 3.9978 | Val Acc: 0.7312 | LR: 0.000125
Epoch 29 | Train MSE: 3.9919 | Val Acc: 0.7021 | LR: 0.000125
Epoch 30 | Train MSE: 3.9665 | Val Acc: 0.7458 | LR: 0.000125
Epoch 31 | Train MSE: 3.9524 | Val Acc: 0.6933 | LR: 0.000125
Epoch 32 | Train MSE: 3.9550 | Val Acc: 0.7279 | LR: 0.000125
Epoch 33 | Train MSE: 3.9316 | Val Acc: 0.7296 | LR: 0.000125
Epoch 34 | Train MSE: 3.9172 | Val Acc: 0.7429 | LR: 0.000125
Epoch 35 | Train MSE: 3.9276 | Val Acc: 0.7283 | LR: 0.000125
Epoch 36 | Train MSE: 3.8907 | Val Acc: 0.7383 | LR: 0.000125
Epoch 37 | Train MSE: 3.8683 | Val Acc: 0.7129 | LR: 0.000063
Epoch 38 | Train MSE: 3.8599 | Val Acc: 0.7388 | LR: 0.000063
Epoch 39 | Train MSE: 3.8681 | Val Acc: 0.7238 | LR: 0.000063
Epoch 40 | Train MSE: 3.8447 | Val Acc: 0.7275 | LR: 0.000063
Epoch 41 | Train MSE: 3.8294 | Val Acc: 0.7283 | LR: 0.000063
Epoch 42 | Train MSE: 3.8510 | Val Acc: 0.7379 | LR: 0.000063
Epoch 43 | Train MSE: 3.8328 | Val Acc: 0.7283 | LR: 0.000031
Epoch 44 | Train MSE: 3.8185 | Val Acc: 0.7092 | LR: 0.000031
Epoch 45 | Train MSE: 3.8117 | Val Acc: 0.6804 | LR: 0.000031
Epoch 46 | Train MSE: 3.8137 | Val Acc: 0.7329 | LR: 0.000031
Epoch 47 | Train MSE: 3.8049 | Val Acc: 0.7279 | LR: 0.000031
Epoch 48 | Train MSE: 3.8148 | Val Acc: 0.7304 | LR: 0.000031
Epoch 49 | Train MSE: 3.7951 | Val Acc: 0.7267 | LR: 0.000016
Epoch 50 | Train MSE: 3.8093 | Val Acc: 0.7304 | LR: 0.000016
