
--- 訓練啟動 S12 | Wed Apr  8 13:21:41 2026 ---
Epoch 01 | Train MSE: 6.3112 | Val Acc: 0.5117 | LR: 0.000500
Epoch 02 | Train MSE: 4.9260 | Val Acc: 0.5258 | LR: 0.000500
Epoch 03 | Train MSE: 4.7981 | Val Acc: 0.6029 | LR: 0.000500
Epoch 04 | Train MSE: 4.7076 | Val Acc: 0.5262 | LR: 0.000500
Epoch 05 | Train MSE: 4.6556 | Val Acc: 0.5250 | LR: 0.000500
Epoch 06 | Train MSE: 4.5939 | Val Acc: 0.5267 | LR: 0.000500
Epoch 07 | Train MSE: 4.4993 | Val Acc: 0.5246 | LR: 0.000500
Epoch 08 | Train MSE: 4.4463 | Val Acc: 0.5492 | LR: 0.000500
Epoch 09 | Train MSE: 4.3855 | Val Acc: 0.5167 | LR: 0.000500
Epoch 10 | Train MSE: 4.3234 | Val Acc: 0.5071 | LR: 0.000250
Epoch 11 | Train MSE: 4.2948 | Val Acc: 0.4713 | LR: 0.000250
Epoch 12 | Train MSE: 4.2470 | Val Acc: 0.4750 | LR: 0.000250
Epoch 13 | Train MSE: 4.2108 | Val Acc: 0.5238 | LR: 0.000250
Epoch 14 | Train MSE: 4.1935 | Val Acc: 0.4733 | LR: 0.000250
Epoch 15 | Train MSE: 4.1725 | Val Acc: 0.4088 | LR: 0.000250
Epoch 16 | Train MSE: 4.1241 | Val Acc: 0.3975 | LR: 0.000125
Epoch 17 | Train MSE: 4.1040 | Val Acc: 0.4813 | LR: 0.000125
Epoch 18 | Train MSE: 4.0930 | Val Acc: 0.4179 | LR: 0.000125
Epoch 19 | Train MSE: 4.0866 | Val Acc: 0.4575 | LR: 0.000125
Epoch 20 | Train MSE: 4.0528 | Val Acc: 0.4662 | LR: 0.000125
Epoch 21 | Train MSE: 4.0459 | Val Acc: 0.4733 | LR: 0.000125
Epoch 22 | Train MSE: 4.0228 | Val Acc: 0.4496 | LR: 0.000063
Epoch 23 | Train MSE: 4.0151 | Val Acc: 0.4471 | LR: 0.000063
Epoch 24 | Train MSE: 4.0171 | Val Acc: 0.4496 | LR: 0.000063
Epoch 25 | Train MSE: 3.9983 | Val Acc: 0.4646 | LR: 0.000063
Epoch 26 | Train MSE: 3.9962 | Val Acc: 0.4738 | LR: 0.000063
Epoch 27 | Train MSE: 3.9806 | Val Acc: 0.4717 | LR: 0.000063
Epoch 28 | Train MSE: 3.9763 | Val Acc: 0.4458 | LR: 0.000031
Epoch 29 | Train MSE: 3.9671 | Val Acc: 0.4579 | LR: 0.000031
Epoch 30 | Train MSE: 3.9740 | Val Acc: 0.4400 | LR: 0.000031
Epoch 31 | Train MSE: 3.9551 | Val Acc: 0.4275 | LR: 0.000031
Epoch 32 | Train MSE: 3.9542 | Val Acc: 0.4525 | LR: 0.000031
Epoch 33 | Train MSE: 3.9453 | Val Acc: 0.4733 | LR: 0.000031
Epoch 34 | Train MSE: 3.9392 | Val Acc: 0.4542 | LR: 0.000016
Epoch 35 | Train MSE: 3.9476 | Val Acc: 0.4471 | LR: 0.000016
Epoch 36 | Train MSE: 3.9434 | Val Acc: 0.4558 | LR: 0.000016
Epoch 37 | Train MSE: 3.9529 | Val Acc: 0.4629 | LR: 0.000016
Epoch 38 | Train MSE: 3.9288 | Val Acc: 0.4537 | LR: 0.000016
Epoch 39 | Train MSE: 3.9363 | Val Acc: 0.4408 | LR: 0.000016
Epoch 40 | Train MSE: 3.9301 | Val Acc: 0.4517 | LR: 0.000008
Epoch 41 | Train MSE: 3.9442 | Val Acc: 0.4504 | LR: 0.000008
Epoch 42 | Train MSE: 3.9341 | Val Acc: 0.4546 | LR: 0.000008
Epoch 43 | Train MSE: 3.9248 | Val Acc: 0.4554 | LR: 0.000008
Epoch 44 | Train MSE: 3.9189 | Val Acc: 0.4579 | LR: 0.000008
Epoch 45 | Train MSE: 3.9170 | Val Acc: 0.4583 | LR: 0.000008
Epoch 46 | Train MSE: 3.9399 | Val Acc: 0.4475 | LR: 0.000004
Epoch 47 | Train MSE: 3.9264 | Val Acc: 0.4550 | LR: 0.000004
Epoch 48 | Train MSE: 3.9208 | Val Acc: 0.4579 | LR: 0.000004
Epoch 49 | Train MSE: 3.9220 | Val Acc: 0.4567 | LR: 0.000004
Epoch 50 | Train MSE: 3.9297 | Val Acc: 0.4579 | LR: 0.000004
