
--- 訓練啟動 S23 | Tue Apr  7 23:31:22 2026 ---
Epoch 01 | Train MSE: 6.5018 | Val Acc: 0.5863 | LR: 0.000500
Epoch 02 | Train MSE: 4.9942 | Val Acc: 0.6575 | LR: 0.000500
Epoch 03 | Train MSE: 4.9081 | Val Acc: 0.5971 | LR: 0.000500
Epoch 04 | Train MSE: 4.8320 | Val Acc: 0.6071 | LR: 0.000500
Epoch 05 | Train MSE: 4.7494 | Val Acc: 0.6279 | LR: 0.000500
Epoch 06 | Train MSE: 4.6961 | Val Acc: 0.6046 | LR: 0.000500
Epoch 07 | Train MSE: 4.6381 | Val Acc: 0.5150 | LR: 0.000500
Epoch 08 | Train MSE: 4.5510 | Val Acc: 0.5483 | LR: 0.000500
Epoch 09 | Train MSE: 4.4639 | Val Acc: 0.5546 | LR: 0.000250
Epoch 10 | Train MSE: 4.4405 | Val Acc: 0.5392 | LR: 0.000250
Epoch 11 | Train MSE: 4.4058 | Val Acc: 0.5483 | LR: 0.000250
Epoch 12 | Train MSE: 4.3567 | Val Acc: 0.5563 | LR: 0.000250
Epoch 13 | Train MSE: 4.3300 | Val Acc: 0.5046 | LR: 0.000250
Epoch 14 | Train MSE: 4.2998 | Val Acc: 0.4133 | LR: 0.000250
Epoch 15 | Train MSE: 4.2597 | Val Acc: 0.5183 | LR: 0.000125
Epoch 16 | Train MSE: 4.2341 | Val Acc: 0.4154 | LR: 0.000125
Epoch 17 | Train MSE: 4.2183 | Val Acc: 0.4733 | LR: 0.000125
Epoch 18 | Train MSE: 4.1841 | Val Acc: 0.3829 | LR: 0.000125
Epoch 19 | Train MSE: 4.1633 | Val Acc: 0.3800 | LR: 0.000125
Epoch 20 | Train MSE: 4.1773 | Val Acc: 0.3387 | LR: 0.000125
Epoch 21 | Train MSE: 4.1442 | Val Acc: 0.3929 | LR: 0.000063
Epoch 22 | Train MSE: 4.1190 | Val Acc: 0.3912 | LR: 0.000063
Epoch 23 | Train MSE: 4.0986 | Val Acc: 0.3638 | LR: 0.000063
Epoch 24 | Train MSE: 4.1156 | Val Acc: 0.3567 | LR: 0.000063
Epoch 25 | Train MSE: 4.1204 | Val Acc: 0.3604 | LR: 0.000063
Epoch 26 | Train MSE: 4.0939 | Val Acc: 0.3450 | LR: 0.000063
Epoch 27 | Train MSE: 4.0950 | Val Acc: 0.3458 | LR: 0.000031
Epoch 28 | Train MSE: 4.0690 | Val Acc: 0.3525 | LR: 0.000031
Epoch 29 | Train MSE: 4.0561 | Val Acc: 0.3371 | LR: 0.000031
Epoch 30 | Train MSE: 4.0622 | Val Acc: 0.3496 | LR: 0.000031
Epoch 31 | Train MSE: 4.0748 | Val Acc: 0.3567 | LR: 0.000031
Epoch 32 | Train MSE: 4.0695 | Val Acc: 0.3321 | LR: 0.000031
Epoch 33 | Train MSE: 4.0585 | Val Acc: 0.3283 | LR: 0.000016
Epoch 34 | Train MSE: 4.0507 | Val Acc: 0.3458 | LR: 0.000016
Epoch 35 | Train MSE: 4.0509 | Val Acc: 0.3367 | LR: 0.000016
Epoch 36 | Train MSE: 4.0637 | Val Acc: 0.3354 | LR: 0.000016
Epoch 37 | Train MSE: 4.0495 | Val Acc: 0.3400 | LR: 0.000016
Epoch 38 | Train MSE: 4.0580 | Val Acc: 0.3312 | LR: 0.000016
Epoch 39 | Train MSE: 4.0634 | Val Acc: 0.3408 | LR: 0.000008
Epoch 40 | Train MSE: 4.0462 | Val Acc: 0.3412 | LR: 0.000008
Epoch 41 | Train MSE: 4.0412 | Val Acc: 0.3379 | LR: 0.000008
Epoch 42 | Train MSE: 4.0360 | Val Acc: 0.3479 | LR: 0.000008
Epoch 43 | Train MSE: 4.0389 | Val Acc: 0.3408 | LR: 0.000008
Epoch 44 | Train MSE: 4.0473 | Val Acc: 0.3379 | LR: 0.000008
Epoch 45 | Train MSE: 4.0467 | Val Acc: 0.3521 | LR: 0.000004
Epoch 46 | Train MSE: 4.0431 | Val Acc: 0.3467 | LR: 0.000004
Epoch 47 | Train MSE: 4.0544 | Val Acc: 0.3379 | LR: 0.000004
Epoch 48 | Train MSE: 4.0171 | Val Acc: 0.3450 | LR: 0.000004
Epoch 49 | Train MSE: 4.0317 | Val Acc: 0.3358 | LR: 0.000004
Epoch 50 | Train MSE: 4.0288 | Val Acc: 0.3371 | LR: 0.000004
