
--- 訓練啟動 S10 | Tue Apr  7 22:47:33 2026 ---
Epoch 01 | Train MSE: 6.5809 | Val Acc: 0.5212 | LR: 0.000500
Epoch 02 | Train MSE: 5.0342 | Val Acc: 0.5000 | LR: 0.000500
Epoch 03 | Train MSE: 4.9165 | Val Acc: 0.5138 | LR: 0.000500
Epoch 04 | Train MSE: 4.8360 | Val Acc: 0.5000 | LR: 0.000500
Epoch 05 | Train MSE: 4.7703 | Val Acc: 0.4983 | LR: 0.000500
Epoch 06 | Train MSE: 4.6568 | Val Acc: 0.5479 | LR: 0.000500
Epoch 07 | Train MSE: 4.6591 | Val Acc: 0.5425 | LR: 0.000500
Epoch 08 | Train MSE: 4.5632 | Val Acc: 0.4933 | LR: 0.000500
Epoch 09 | Train MSE: 4.5030 | Val Acc: 0.5529 | LR: 0.000500
Epoch 10 | Train MSE: 4.4494 | Val Acc: 0.5446 | LR: 0.000500
Epoch 11 | Train MSE: 4.3823 | Val Acc: 0.5696 | LR: 0.000500
Epoch 12 | Train MSE: 4.3312 | Val Acc: 0.5150 | LR: 0.000500
Epoch 13 | Train MSE: 4.3068 | Val Acc: 0.5208 | LR: 0.000500
Epoch 14 | Train MSE: 4.2310 | Val Acc: 0.5208 | LR: 0.000500
Epoch 15 | Train MSE: 4.1761 | Val Acc: 0.4612 | LR: 0.000500
Epoch 16 | Train MSE: 4.1494 | Val Acc: 0.5046 | LR: 0.000500
Epoch 17 | Train MSE: 4.0951 | Val Acc: 0.5725 | LR: 0.000500
Epoch 18 | Train MSE: 4.0573 | Val Acc: 0.4988 | LR: 0.000500
Epoch 19 | Train MSE: 3.9932 | Val Acc: 0.5200 | LR: 0.000500
Epoch 20 | Train MSE: 3.9746 | Val Acc: 0.5117 | LR: 0.000500
Epoch 21 | Train MSE: 3.9427 | Val Acc: 0.5267 | LR: 0.000500
Epoch 22 | Train MSE: 3.9146 | Val Acc: 0.4571 | LR: 0.000500
Epoch 23 | Train MSE: 3.8835 | Val Acc: 0.5212 | LR: 0.000500
Epoch 24 | Train MSE: 3.8107 | Val Acc: 0.5358 | LR: 0.000250
Epoch 25 | Train MSE: 3.7894 | Val Acc: 0.5021 | LR: 0.000250
Epoch 26 | Train MSE: 3.7777 | Val Acc: 0.4496 | LR: 0.000250
Epoch 27 | Train MSE: 3.7677 | Val Acc: 0.4929 | LR: 0.000250
Epoch 28 | Train MSE: 3.7473 | Val Acc: 0.4988 | LR: 0.000250
Epoch 29 | Train MSE: 3.7283 | Val Acc: 0.4996 | LR: 0.000250
Epoch 30 | Train MSE: 3.6891 | Val Acc: 0.5062 | LR: 0.000125
Epoch 31 | Train MSE: 3.6805 | Val Acc: 0.4567 | LR: 0.000125
Epoch 32 | Train MSE: 3.6799 | Val Acc: 0.4633 | LR: 0.000125
Epoch 33 | Train MSE: 3.6605 | Val Acc: 0.4788 | LR: 0.000125
Epoch 34 | Train MSE: 3.6431 | Val Acc: 0.4950 | LR: 0.000125
Epoch 35 | Train MSE: 3.6447 | Val Acc: 0.4204 | LR: 0.000125
Epoch 36 | Train MSE: 3.6307 | Val Acc: 0.4808 | LR: 0.000063
Epoch 37 | Train MSE: 3.6085 | Val Acc: 0.4525 | LR: 0.000063
Epoch 38 | Train MSE: 3.6101 | Val Acc: 0.4596 | LR: 0.000063
Epoch 39 | Train MSE: 3.6001 | Val Acc: 0.4246 | LR: 0.000063
Epoch 40 | Train MSE: 3.5968 | Val Acc: 0.4608 | LR: 0.000063
Epoch 41 | Train MSE: 3.6016 | Val Acc: 0.4746 | LR: 0.000063
Epoch 42 | Train MSE: 3.5759 | Val Acc: 0.4579 | LR: 0.000031
Epoch 43 | Train MSE: 3.5799 | Val Acc: 0.4633 | LR: 0.000031
Epoch 44 | Train MSE: 3.5716 | Val Acc: 0.4817 | LR: 0.000031
Epoch 45 | Train MSE: 3.5726 | Val Acc: 0.4417 | LR: 0.000031
Epoch 46 | Train MSE: 3.5725 | Val Acc: 0.4496 | LR: 0.000031
Epoch 47 | Train MSE: 3.5738 | Val Acc: 0.4562 | LR: 0.000031
Epoch 48 | Train MSE: 3.5652 | Val Acc: 0.4404 | LR: 0.000016
Epoch 49 | Train MSE: 3.5595 | Val Acc: 0.4437 | LR: 0.000016
Epoch 50 | Train MSE: 3.5620 | Val Acc: 0.4679 | LR: 0.000016
