
--- 訓練啟動 S07 | Wed Apr  8 13:04:22 2026 ---
Epoch 01 | Train MSE: 6.4455 | Val Acc: 0.7000 | LR: 0.000500
Epoch 02 | Train MSE: 4.9943 | Val Acc: 0.6996 | LR: 0.000500
Epoch 03 | Train MSE: 4.8550 | Val Acc: 0.7000 | LR: 0.000500
Epoch 04 | Train MSE: 4.7629 | Val Acc: 0.6425 | LR: 0.000500
Epoch 05 | Train MSE: 4.6979 | Val Acc: 0.5983 | LR: 0.000500
Epoch 06 | Train MSE: 4.6186 | Val Acc: 0.6954 | LR: 0.000500
Epoch 07 | Train MSE: 4.5473 | Val Acc: 0.5667 | LR: 0.000500
Epoch 08 | Train MSE: 4.5009 | Val Acc: 0.6579 | LR: 0.000250
Epoch 09 | Train MSE: 4.4591 | Val Acc: 0.6304 | LR: 0.000250
Epoch 10 | Train MSE: 4.4321 | Val Acc: 0.5054 | LR: 0.000250
Epoch 11 | Train MSE: 4.3791 | Val Acc: 0.3837 | LR: 0.000250
Epoch 12 | Train MSE: 4.3651 | Val Acc: 0.4283 | LR: 0.000250
Epoch 13 | Train MSE: 4.2977 | Val Acc: 0.5817 | LR: 0.000250
Epoch 14 | Train MSE: 4.2606 | Val Acc: 0.5150 | LR: 0.000125
Epoch 15 | Train MSE: 4.2191 | Val Acc: 0.4963 | LR: 0.000125
Epoch 16 | Train MSE: 4.2158 | Val Acc: 0.4512 | LR: 0.000125
Epoch 17 | Train MSE: 4.2151 | Val Acc: 0.5158 | LR: 0.000125
Epoch 18 | Train MSE: 4.1863 | Val Acc: 0.3438 | LR: 0.000125
Epoch 19 | Train MSE: 4.1634 | Val Acc: 0.3983 | LR: 0.000125
Epoch 20 | Train MSE: 4.1563 | Val Acc: 0.5075 | LR: 0.000063
Epoch 21 | Train MSE: 4.1442 | Val Acc: 0.4004 | LR: 0.000063
Epoch 22 | Train MSE: 4.1513 | Val Acc: 0.5133 | LR: 0.000063
Epoch 23 | Train MSE: 4.1459 | Val Acc: 0.3775 | LR: 0.000063
Epoch 24 | Train MSE: 4.1337 | Val Acc: 0.3488 | LR: 0.000063
Epoch 25 | Train MSE: 4.1322 | Val Acc: 0.3271 | LR: 0.000063
Epoch 26 | Train MSE: 4.0969 | Val Acc: 0.3483 | LR: 0.000031
Epoch 27 | Train MSE: 4.0960 | Val Acc: 0.3125 | LR: 0.000031
Epoch 28 | Train MSE: 4.0945 | Val Acc: 0.3358 | LR: 0.000031
Epoch 29 | Train MSE: 4.0846 | Val Acc: 0.3446 | LR: 0.000031
Epoch 30 | Train MSE: 4.0837 | Val Acc: 0.3154 | LR: 0.000031
Epoch 31 | Train MSE: 4.0842 | Val Acc: 0.3133 | LR: 0.000031
Epoch 32 | Train MSE: 4.0852 | Val Acc: 0.3092 | LR: 0.000016
Epoch 33 | Train MSE: 4.0811 | Val Acc: 0.3088 | LR: 0.000016
Epoch 34 | Train MSE: 4.0912 | Val Acc: 0.3046 | LR: 0.000016
Epoch 35 | Train MSE: 4.0687 | Val Acc: 0.3096 | LR: 0.000016
Epoch 36 | Train MSE: 4.0555 | Val Acc: 0.3054 | LR: 0.000016
Epoch 37 | Train MSE: 4.0681 | Val Acc: 0.3013 | LR: 0.000016
Epoch 38 | Train MSE: 4.0551 | Val Acc: 0.3050 | LR: 0.000008
Epoch 39 | Train MSE: 4.0676 | Val Acc: 0.2996 | LR: 0.000008
Epoch 40 | Train MSE: 4.0838 | Val Acc: 0.3029 | LR: 0.000008
Epoch 41 | Train MSE: 4.0685 | Val Acc: 0.3013 | LR: 0.000008
Epoch 42 | Train MSE: 4.0754 | Val Acc: 0.2996 | LR: 0.000008
Epoch 43 | Train MSE: 4.0665 | Val Acc: 0.2992 | LR: 0.000008
Epoch 44 | Train MSE: 4.0664 | Val Acc: 0.2996 | LR: 0.000004
Epoch 45 | Train MSE: 4.0669 | Val Acc: 0.3000 | LR: 0.000004
Epoch 46 | Train MSE: 4.0672 | Val Acc: 0.3000 | LR: 0.000004
Epoch 47 | Train MSE: 4.0665 | Val Acc: 0.3004 | LR: 0.000004
Epoch 48 | Train MSE: 4.0589 | Val Acc: 0.3004 | LR: 0.000004
Epoch 49 | Train MSE: 4.0699 | Val Acc: 0.3013 | LR: 0.000004
Epoch 50 | Train MSE: 4.0570 | Val Acc: 0.2992 | LR: 0.000002
