
--- 訓練啟動 S14 | Wed Apr  8 13:28:40 2026 ---
Epoch 01 | Train MSE: 6.3762 | Val Acc: 0.5333 | LR: 0.000500
Epoch 02 | Train MSE: 5.0086 | Val Acc: 0.6400 | LR: 0.000500
Epoch 03 | Train MSE: 4.9091 | Val Acc: 0.5008 | LR: 0.000500
Epoch 04 | Train MSE: 4.8300 | Val Acc: 0.6296 | LR: 0.000500
Epoch 05 | Train MSE: 4.7093 | Val Acc: 0.5900 | LR: 0.000500
Epoch 06 | Train MSE: 4.6581 | Val Acc: 0.6504 | LR: 0.000500
Epoch 07 | Train MSE: 4.6170 | Val Acc: 0.5883 | LR: 0.000500
Epoch 08 | Train MSE: 4.5199 | Val Acc: 0.5517 | LR: 0.000500
Epoch 09 | Train MSE: 4.4473 | Val Acc: 0.5938 | LR: 0.000500
Epoch 10 | Train MSE: 4.3865 | Val Acc: 0.5000 | LR: 0.000500
Epoch 11 | Train MSE: 4.3375 | Val Acc: 0.6000 | LR: 0.000500
Epoch 12 | Train MSE: 4.2785 | Val Acc: 0.5117 | LR: 0.000500
Epoch 13 | Train MSE: 4.1935 | Val Acc: 0.5000 | LR: 0.000250
Epoch 14 | Train MSE: 4.1661 | Val Acc: 0.5000 | LR: 0.000250
Epoch 15 | Train MSE: 4.1360 | Val Acc: 0.5000 | LR: 0.000250
Epoch 16 | Train MSE: 4.0928 | Val Acc: 0.5000 | LR: 0.000250
Epoch 17 | Train MSE: 4.0705 | Val Acc: 0.5000 | LR: 0.000250
Epoch 18 | Train MSE: 4.0547 | Val Acc: 0.5004 | LR: 0.000250
Epoch 19 | Train MSE: 4.0016 | Val Acc: 0.5004 | LR: 0.000125
Epoch 20 | Train MSE: 3.9788 | Val Acc: 0.5004 | LR: 0.000125
Epoch 21 | Train MSE: 3.9590 | Val Acc: 0.5000 | LR: 0.000125
Epoch 22 | Train MSE: 3.9552 | Val Acc: 0.5021 | LR: 0.000125
Epoch 23 | Train MSE: 3.9637 | Val Acc: 0.5000 | LR: 0.000125
Epoch 24 | Train MSE: 3.9215 | Val Acc: 0.5000 | LR: 0.000125
Epoch 25 | Train MSE: 3.8937 | Val Acc: 0.5000 | LR: 0.000063
Epoch 26 | Train MSE: 3.9104 | Val Acc: 0.5000 | LR: 0.000063
Epoch 27 | Train MSE: 3.8834 | Val Acc: 0.5000 | LR: 0.000063
Epoch 28 | Train MSE: 3.8988 | Val Acc: 0.5000 | LR: 0.000063
Epoch 29 | Train MSE: 3.8764 | Val Acc: 0.5000 | LR: 0.000063
Epoch 30 | Train MSE: 3.8709 | Val Acc: 0.5000 | LR: 0.000063
Epoch 31 | Train MSE: 3.8541 | Val Acc: 0.5000 | LR: 0.000031
Epoch 32 | Train MSE: 3.8618 | Val Acc: 0.5000 | LR: 0.000031
Epoch 33 | Train MSE: 3.8579 | Val Acc: 0.5000 | LR: 0.000031
Epoch 34 | Train MSE: 3.8538 | Val Acc: 0.5000 | LR: 0.000031
Epoch 35 | Train MSE: 3.8520 | Val Acc: 0.5000 | LR: 0.000031
Epoch 36 | Train MSE: 3.8419 | Val Acc: 0.5000 | LR: 0.000031
Epoch 37 | Train MSE: 3.8422 | Val Acc: 0.5000 | LR: 0.000016
Epoch 38 | Train MSE: 3.8272 | Val Acc: 0.5000 | LR: 0.000016
Epoch 39 | Train MSE: 3.8367 | Val Acc: 0.5000 | LR: 0.000016
Epoch 40 | Train MSE: 3.8141 | Val Acc: 0.5000 | LR: 0.000016
Epoch 41 | Train MSE: 3.8296 | Val Acc: 0.5000 | LR: 0.000016
Epoch 42 | Train MSE: 3.8380 | Val Acc: 0.5000 | LR: 0.000016
Epoch 43 | Train MSE: 3.8450 | Val Acc: 0.5000 | LR: 0.000008
Epoch 44 | Train MSE: 3.8265 | Val Acc: 0.5000 | LR: 0.000008
Epoch 45 | Train MSE: 3.8090 | Val Acc: 0.5000 | LR: 0.000008
Epoch 46 | Train MSE: 3.8158 | Val Acc: 0.5000 | LR: 0.000008
Epoch 47 | Train MSE: 3.8116 | Val Acc: 0.5000 | LR: 0.000008
Epoch 48 | Train MSE: 3.8196 | Val Acc: 0.5000 | LR: 0.000008
Epoch 49 | Train MSE: 3.8189 | Val Acc: 0.5000 | LR: 0.000004
Epoch 50 | Train MSE: 3.8159 | Val Acc: 0.5000 | LR: 0.000004
