
--- 訓練啟動 S04 | Tue Apr  7 22:26:34 2026 ---
Epoch 01 | Train MSE: 7.0138 | Val Acc: 0.5521 | LR: 0.000500
Epoch 02 | Train MSE: 5.1586 | Val Acc: 0.4029 | LR: 0.000500
Epoch 03 | Train MSE: 5.0343 | Val Acc: 0.4042 | LR: 0.000500
Epoch 04 | Train MSE: 4.9201 | Val Acc: 0.4342 | LR: 0.000500
Epoch 05 | Train MSE: 4.8234 | Val Acc: 0.4742 | LR: 0.000500
Epoch 06 | Train MSE: 4.7451 | Val Acc: 0.4846 | LR: 0.000500
Epoch 07 | Train MSE: 4.6569 | Val Acc: 0.4633 | LR: 0.000500
Epoch 08 | Train MSE: 4.5939 | Val Acc: 0.4412 | LR: 0.000250
Epoch 09 | Train MSE: 4.5390 | Val Acc: 0.4450 | LR: 0.000250
Epoch 10 | Train MSE: 4.4984 | Val Acc: 0.4292 | LR: 0.000250
Epoch 11 | Train MSE: 4.4650 | Val Acc: 0.4067 | LR: 0.000250
Epoch 12 | Train MSE: 4.4278 | Val Acc: 0.4158 | LR: 0.000250
Epoch 13 | Train MSE: 4.3916 | Val Acc: 0.4254 | LR: 0.000250
Epoch 14 | Train MSE: 4.3698 | Val Acc: 0.4425 | LR: 0.000125
Epoch 15 | Train MSE: 4.3424 | Val Acc: 0.4704 | LR: 0.000125
Epoch 16 | Train MSE: 4.3339 | Val Acc: 0.4717 | LR: 0.000125
Epoch 17 | Train MSE: 4.2773 | Val Acc: 0.4258 | LR: 0.000125
Epoch 18 | Train MSE: 4.2752 | Val Acc: 0.4800 | LR: 0.000125
Epoch 19 | Train MSE: 4.2396 | Val Acc: 0.4612 | LR: 0.000125
Epoch 20 | Train MSE: 4.2442 | Val Acc: 0.4396 | LR: 0.000063
Epoch 21 | Train MSE: 4.2117 | Val Acc: 0.4437 | LR: 0.000063
Epoch 22 | Train MSE: 4.2102 | Val Acc: 0.4700 | LR: 0.000063
Epoch 23 | Train MSE: 4.1960 | Val Acc: 0.4367 | LR: 0.000063
Epoch 24 | Train MSE: 4.1922 | Val Acc: 0.4571 | LR: 0.000063
Epoch 25 | Train MSE: 4.1938 | Val Acc: 0.4442 | LR: 0.000063
Epoch 26 | Train MSE: 4.1673 | Val Acc: 0.4596 | LR: 0.000031
Epoch 27 | Train MSE: 4.1725 | Val Acc: 0.4813 | LR: 0.000031
Epoch 28 | Train MSE: 4.1510 | Val Acc: 0.4575 | LR: 0.000031
Epoch 29 | Train MSE: 4.1546 | Val Acc: 0.4446 | LR: 0.000031
Epoch 30 | Train MSE: 4.1462 | Val Acc: 0.4450 | LR: 0.000031
Epoch 31 | Train MSE: 4.1540 | Val Acc: 0.4492 | LR: 0.000031
Epoch 32 | Train MSE: 4.1445 | Val Acc: 0.4783 | LR: 0.000016
Epoch 33 | Train MSE: 4.1286 | Val Acc: 0.4471 | LR: 0.000016
Epoch 34 | Train MSE: 4.1230 | Val Acc: 0.4658 | LR: 0.000016
Epoch 35 | Train MSE: 4.1524 | Val Acc: 0.4587 | LR: 0.000016
Epoch 36 | Train MSE: 4.1246 | Val Acc: 0.4571 | LR: 0.000016
Epoch 37 | Train MSE: 4.1284 | Val Acc: 0.4733 | LR: 0.000016
Epoch 38 | Train MSE: 4.1077 | Val Acc: 0.4804 | LR: 0.000008
Epoch 39 | Train MSE: 4.1150 | Val Acc: 0.4700 | LR: 0.000008
Epoch 40 | Train MSE: 4.1198 | Val Acc: 0.4708 | LR: 0.000008
Epoch 41 | Train MSE: 4.1163 | Val Acc: 0.4650 | LR: 0.000008
Epoch 42 | Train MSE: 4.1078 | Val Acc: 0.4729 | LR: 0.000008
Epoch 43 | Train MSE: 4.0982 | Val Acc: 0.4738 | LR: 0.000008
Epoch 44 | Train MSE: 4.1046 | Val Acc: 0.4713 | LR: 0.000004
Epoch 45 | Train MSE: 4.0998 | Val Acc: 0.4700 | LR: 0.000004
Epoch 46 | Train MSE: 4.1090 | Val Acc: 0.4708 | LR: 0.000004
Epoch 47 | Train MSE: 4.1030 | Val Acc: 0.4775 | LR: 0.000004
Epoch 48 | Train MSE: 4.1191 | Val Acc: 0.4750 | LR: 0.000004
Epoch 49 | Train MSE: 4.1074 | Val Acc: 0.4733 | LR: 0.000004
Epoch 50 | Train MSE: 4.1025 | Val Acc: 0.4796 | LR: 0.000002
