
--- 訓練啟動 S15 | Tue Apr  7 23:04:43 2026 ---
Epoch 01 | Train MSE: 6.7141 | Val Acc: 0.4458 | LR: 0.000500
Epoch 02 | Train MSE: 4.9635 | Val Acc: 0.4938 | LR: 0.000500
Epoch 03 | Train MSE: 4.8520 | Val Acc: 0.4925 | LR: 0.000500
Epoch 04 | Train MSE: 4.7752 | Val Acc: 0.5217 | LR: 0.000500
Epoch 05 | Train MSE: 4.7098 | Val Acc: 0.5154 | LR: 0.000500
Epoch 06 | Train MSE: 4.6612 | Val Acc: 0.5079 | LR: 0.000500
Epoch 07 | Train MSE: 4.6065 | Val Acc: 0.5342 | LR: 0.000500
Epoch 08 | Train MSE: 4.5587 | Val Acc: 0.5513 | LR: 0.000500
Epoch 09 | Train MSE: 4.4895 | Val Acc: 0.5550 | LR: 0.000500
Epoch 10 | Train MSE: 4.4372 | Val Acc: 0.5846 | LR: 0.000500
Epoch 11 | Train MSE: 4.3540 | Val Acc: 0.5942 | LR: 0.000500
Epoch 12 | Train MSE: 4.2901 | Val Acc: 0.5779 | LR: 0.000500
Epoch 13 | Train MSE: 4.2481 | Val Acc: 0.5742 | LR: 0.000500
Epoch 14 | Train MSE: 4.2177 | Val Acc: 0.6117 | LR: 0.000500
Epoch 15 | Train MSE: 4.1598 | Val Acc: 0.5637 | LR: 0.000500
Epoch 16 | Train MSE: 4.1148 | Val Acc: 0.6233 | LR: 0.000500
Epoch 17 | Train MSE: 4.0814 | Val Acc: 0.5687 | LR: 0.000500
Epoch 18 | Train MSE: 4.0468 | Val Acc: 0.5942 | LR: 0.000500
Epoch 19 | Train MSE: 4.0089 | Val Acc: 0.6342 | LR: 0.000500
Epoch 20 | Train MSE: 3.9777 | Val Acc: 0.6279 | LR: 0.000500
Epoch 21 | Train MSE: 3.9390 | Val Acc: 0.6217 | LR: 0.000500
Epoch 22 | Train MSE: 3.9023 | Val Acc: 0.6279 | LR: 0.000500
Epoch 23 | Train MSE: 3.8805 | Val Acc: 0.5396 | LR: 0.000500
Epoch 24 | Train MSE: 3.8373 | Val Acc: 0.6083 | LR: 0.000500
Epoch 25 | Train MSE: 3.8140 | Val Acc: 0.6192 | LR: 0.000500
Epoch 26 | Train MSE: 3.7518 | Val Acc: 0.5933 | LR: 0.000250
Epoch 27 | Train MSE: 3.7149 | Val Acc: 0.5971 | LR: 0.000250
Epoch 28 | Train MSE: 3.7176 | Val Acc: 0.6258 | LR: 0.000250
Epoch 29 | Train MSE: 3.6945 | Val Acc: 0.5663 | LR: 0.000250
Epoch 30 | Train MSE: 3.6763 | Val Acc: 0.6138 | LR: 0.000250
Epoch 31 | Train MSE: 3.6595 | Val Acc: 0.6171 | LR: 0.000250
Epoch 32 | Train MSE: 3.6241 | Val Acc: 0.6354 | LR: 0.000125
Epoch 33 | Train MSE: 3.6151 | Val Acc: 0.6042 | LR: 0.000125
Epoch 34 | Train MSE: 3.6095 | Val Acc: 0.6462 | LR: 0.000125
Epoch 35 | Train MSE: 3.5948 | Val Acc: 0.6400 | LR: 0.000125
Epoch 36 | Train MSE: 3.5972 | Val Acc: 0.6346 | LR: 0.000125
Epoch 37 | Train MSE: 3.5801 | Val Acc: 0.6442 | LR: 0.000125
Epoch 38 | Train MSE: 3.5656 | Val Acc: 0.6338 | LR: 0.000125
Epoch 39 | Train MSE: 3.5743 | Val Acc: 0.6504 | LR: 0.000125
Epoch 40 | Train MSE: 3.5655 | Val Acc: 0.6362 | LR: 0.000125
Epoch 41 | Train MSE: 3.5628 | Val Acc: 0.6350 | LR: 0.000125
Epoch 42 | Train MSE: 3.5444 | Val Acc: 0.6042 | LR: 0.000125
Epoch 43 | Train MSE: 3.5489 | Val Acc: 0.6529 | LR: 0.000125
Epoch 44 | Train MSE: 3.5277 | Val Acc: 0.6250 | LR: 0.000125
Epoch 45 | Train MSE: 3.5353 | Val Acc: 0.5958 | LR: 0.000125
Epoch 46 | Train MSE: 3.5254 | Val Acc: 0.6283 | LR: 0.000125
Epoch 47 | Train MSE: 3.5122 | Val Acc: 0.6375 | LR: 0.000125
Epoch 48 | Train MSE: 3.5099 | Val Acc: 0.6342 | LR: 0.000125
Epoch 49 | Train MSE: 3.5008 | Val Acc: 0.5913 | LR: 0.000125
Epoch 50 | Train MSE: 3.4788 | Val Acc: 0.6342 | LR: 0.000063
