
--- 訓練啟動 S06 | Wed Apr  8 13:00:55 2026 ---
Epoch 01 | Train MSE: 7.6414 | Val Acc: 0.2500 | LR: 0.000500
Epoch 02 | Train MSE: 5.4815 | Val Acc: 0.2500 | LR: 0.000500
Epoch 03 | Train MSE: 5.3730 | Val Acc: 0.2500 | LR: 0.000500
Epoch 04 | Train MSE: 5.2644 | Val Acc: 0.2512 | LR: 0.000500
Epoch 05 | Train MSE: 5.1542 | Val Acc: 0.2504 | LR: 0.000500
Epoch 06 | Train MSE: 5.0655 | Val Acc: 0.2500 | LR: 0.000500
Epoch 07 | Train MSE: 4.9612 | Val Acc: 0.2475 | LR: 0.000500
Epoch 08 | Train MSE: 4.9078 | Val Acc: 0.2500 | LR: 0.000500
Epoch 09 | Train MSE: 4.8059 | Val Acc: 0.2500 | LR: 0.000500
Epoch 10 | Train MSE: 4.7417 | Val Acc: 0.2500 | LR: 0.000500
Epoch 11 | Train MSE: 4.6252 | Val Acc: 0.2500 | LR: 0.000250
Epoch 12 | Train MSE: 4.5756 | Val Acc: 0.2500 | LR: 0.000250
Epoch 13 | Train MSE: 4.5256 | Val Acc: 0.2504 | LR: 0.000250
Epoch 14 | Train MSE: 4.5055 | Val Acc: 0.2496 | LR: 0.000250
Epoch 15 | Train MSE: 4.4579 | Val Acc: 0.2500 | LR: 0.000250
Epoch 16 | Train MSE: 4.4180 | Val Acc: 0.2500 | LR: 0.000250
Epoch 17 | Train MSE: 4.3646 | Val Acc: 0.2500 | LR: 0.000125
Epoch 18 | Train MSE: 4.3374 | Val Acc: 0.2496 | LR: 0.000125
Epoch 19 | Train MSE: 4.3346 | Val Acc: 0.2504 | LR: 0.000125
Epoch 20 | Train MSE: 4.2976 | Val Acc: 0.2500 | LR: 0.000125
Epoch 21 | Train MSE: 4.2781 | Val Acc: 0.2504 | LR: 0.000125
Epoch 22 | Train MSE: 4.2521 | Val Acc: 0.2496 | LR: 0.000125
Epoch 23 | Train MSE: 4.2261 | Val Acc: 0.2500 | LR: 0.000063
Epoch 24 | Train MSE: 4.2299 | Val Acc: 0.2500 | LR: 0.000063
Epoch 25 | Train MSE: 4.2074 | Val Acc: 0.2496 | LR: 0.000063
Epoch 26 | Train MSE: 4.2012 | Val Acc: 0.2500 | LR: 0.000063
Epoch 27 | Train MSE: 4.1920 | Val Acc: 0.2500 | LR: 0.000063
Epoch 28 | Train MSE: 4.1760 | Val Acc: 0.2500 | LR: 0.000063
Epoch 29 | Train MSE: 4.1588 | Val Acc: 0.2496 | LR: 0.000031
Epoch 30 | Train MSE: 4.1611 | Val Acc: 0.2500 | LR: 0.000031
Epoch 31 | Train MSE: 4.1495 | Val Acc: 0.2500 | LR: 0.000031
Epoch 32 | Train MSE: 4.1509 | Val Acc: 0.2496 | LR: 0.000031
Epoch 33 | Train MSE: 4.1326 | Val Acc: 0.2500 | LR: 0.000031
Epoch 34 | Train MSE: 4.1506 | Val Acc: 0.2500 | LR: 0.000031
Epoch 35 | Train MSE: 4.1402 | Val Acc: 0.2500 | LR: 0.000016
Epoch 36 | Train MSE: 4.1310 | Val Acc: 0.2500 | LR: 0.000016
Epoch 37 | Train MSE: 4.1491 | Val Acc: 0.2500 | LR: 0.000016
Epoch 38 | Train MSE: 4.1459 | Val Acc: 0.2500 | LR: 0.000016
Epoch 39 | Train MSE: 4.1273 | Val Acc: 0.2500 | LR: 0.000016
Epoch 40 | Train MSE: 4.1256 | Val Acc: 0.2500 | LR: 0.000016
Epoch 41 | Train MSE: 4.1150 | Val Acc: 0.2500 | LR: 0.000008
Epoch 42 | Train MSE: 4.1082 | Val Acc: 0.2500 | LR: 0.000008
Epoch 43 | Train MSE: 4.1215 | Val Acc: 0.2500 | LR: 0.000008
Epoch 44 | Train MSE: 4.1218 | Val Acc: 0.2500 | LR: 0.000008
Epoch 45 | Train MSE: 4.1045 | Val Acc: 0.2500 | LR: 0.000008
Epoch 46 | Train MSE: 4.1310 | Val Acc: 0.2500 | LR: 0.000008
Epoch 47 | Train MSE: 4.1169 | Val Acc: 0.2500 | LR: 0.000004
Epoch 48 | Train MSE: 4.1139 | Val Acc: 0.2500 | LR: 0.000004
Epoch 49 | Train MSE: 4.1086 | Val Acc: 0.2500 | LR: 0.000004
Epoch 50 | Train MSE: 4.1198 | Val Acc: 0.2500 | LR: 0.000004
