
--- 訓練啟動 S31 | Wed Apr  8 14:26:28 2026 ---
Epoch 01 | Train MSE: 6.2461 | Val Acc: 0.6500 | LR: 0.000500
Epoch 02 | Train MSE: 4.9726 | Val Acc: 0.6500 | LR: 0.000500
Epoch 03 | Train MSE: 4.8517 | Val Acc: 0.6500 | LR: 0.000500
Epoch 04 | Train MSE: 4.7445 | Val Acc: 0.6479 | LR: 0.000500
Epoch 05 | Train MSE: 4.6492 | Val Acc: 0.6483 | LR: 0.000500
Epoch 06 | Train MSE: 4.5791 | Val Acc: 0.6225 | LR: 0.000500
Epoch 07 | Train MSE: 4.5367 | Val Acc: 0.6492 | LR: 0.000500
Epoch 08 | Train MSE: 4.4455 | Val Acc: 0.5904 | LR: 0.000250
Epoch 09 | Train MSE: 4.3971 | Val Acc: 0.6138 | LR: 0.000250
Epoch 10 | Train MSE: 4.3493 | Val Acc: 0.4300 | LR: 0.000250
Epoch 11 | Train MSE: 4.3382 | Val Acc: 0.4879 | LR: 0.000250
Epoch 12 | Train MSE: 4.2884 | Val Acc: 0.4387 | LR: 0.000250
Epoch 13 | Train MSE: 4.2683 | Val Acc: 0.5229 | LR: 0.000250
Epoch 14 | Train MSE: 4.2298 | Val Acc: 0.4633 | LR: 0.000125
Epoch 15 | Train MSE: 4.1838 | Val Acc: 0.5238 | LR: 0.000125
Epoch 16 | Train MSE: 4.2013 | Val Acc: 0.5300 | LR: 0.000125
Epoch 17 | Train MSE: 4.1565 | Val Acc: 0.4646 | LR: 0.000125
Epoch 18 | Train MSE: 4.1434 | Val Acc: 0.4688 | LR: 0.000125
Epoch 19 | Train MSE: 4.1464 | Val Acc: 0.5396 | LR: 0.000125
Epoch 20 | Train MSE: 4.1153 | Val Acc: 0.5292 | LR: 0.000063
Epoch 21 | Train MSE: 4.1202 | Val Acc: 0.4963 | LR: 0.000063
Epoch 22 | Train MSE: 4.1018 | Val Acc: 0.5050 | LR: 0.000063
Epoch 23 | Train MSE: 4.0902 | Val Acc: 0.5471 | LR: 0.000063
Epoch 24 | Train MSE: 4.0862 | Val Acc: 0.5458 | LR: 0.000063
Epoch 25 | Train MSE: 4.0691 | Val Acc: 0.5292 | LR: 0.000063
Epoch 26 | Train MSE: 4.0690 | Val Acc: 0.5162 | LR: 0.000031
Epoch 27 | Train MSE: 4.0476 | Val Acc: 0.5329 | LR: 0.000031
Epoch 28 | Train MSE: 4.0616 | Val Acc: 0.5054 | LR: 0.000031
Epoch 29 | Train MSE: 4.0330 | Val Acc: 0.5796 | LR: 0.000031
Epoch 30 | Train MSE: 4.0330 | Val Acc: 0.5479 | LR: 0.000031
Epoch 31 | Train MSE: 4.0219 | Val Acc: 0.5371 | LR: 0.000031
Epoch 32 | Train MSE: 4.0322 | Val Acc: 0.5321 | LR: 0.000016
Epoch 33 | Train MSE: 4.0261 | Val Acc: 0.5400 | LR: 0.000016
Epoch 34 | Train MSE: 4.0287 | Val Acc: 0.5288 | LR: 0.000016
Epoch 35 | Train MSE: 4.0313 | Val Acc: 0.5579 | LR: 0.000016
Epoch 36 | Train MSE: 4.0114 | Val Acc: 0.5242 | LR: 0.000016
Epoch 37 | Train MSE: 4.0226 | Val Acc: 0.5637 | LR: 0.000016
Epoch 38 | Train MSE: 4.0267 | Val Acc: 0.5275 | LR: 0.000008
Epoch 39 | Train MSE: 4.0038 | Val Acc: 0.5758 | LR: 0.000008
Epoch 40 | Train MSE: 4.0329 | Val Acc: 0.5312 | LR: 0.000008
Epoch 41 | Train MSE: 3.9967 | Val Acc: 0.5708 | LR: 0.000008
Epoch 42 | Train MSE: 4.0062 | Val Acc: 0.5492 | LR: 0.000008
Epoch 43 | Train MSE: 3.9984 | Val Acc: 0.5283 | LR: 0.000008
Epoch 44 | Train MSE: 4.0028 | Val Acc: 0.5687 | LR: 0.000004
Epoch 45 | Train MSE: 4.0024 | Val Acc: 0.5613 | LR: 0.000004
Epoch 46 | Train MSE: 4.0075 | Val Acc: 0.5508 | LR: 0.000004
Epoch 47 | Train MSE: 4.0024 | Val Acc: 0.5525 | LR: 0.000004
Epoch 48 | Train MSE: 4.0131 | Val Acc: 0.5558 | LR: 0.000004
Epoch 49 | Train MSE: 3.9974 | Val Acc: 0.5692 | LR: 0.000004
Epoch 50 | Train MSE: 4.0176 | Val Acc: 0.5575 | LR: 0.000002
